x,y,label
0.220101,-1.1145,0
0.933613,0.961918,0
0.377819,0.961281,0
0.454454,-0.879947,1
-0.678117,-0.856233,0
-0.368223,-1.38311,0
0.354762,-0.490337,1
0.467168,-0.34381,1
0.544841,-0.478126,1
-0.717916,-0.0118876,1
0.578671,-0.45499,1
1.30994,-1.38244,0
-0.246162,1.40274,0
0.143916,-0.229587,0
0.205561,0.227774,0
0.694943,-1.11693,0
-0.749951,0.241632,1
1.10135,0.1856,0
-0.784209,0.539534,1
0.719726,-0.785292,0
-0.366813,0.102982,0
-0.0103164,-0.331146,0
-0.607094,-1.20005,0
-1.33954,1.37562,0
1.04143,-0.435284,0
1.3704,0.53031,0
-0.0524371,-0.020923,0
-1.25015,-1.22489,0
0.307323,0.161109,0
-0.861816,1.33858,0
0.843888,-1.15961,0
1.29279,1.42274,0
1.48779,-1.33239,0
0.711107,0.137747,1
0.617494,1.40596,0
0.56409,1.01089,0
1.10061,1.01544,0
-0.221726,-0.832271,1
-0.310045,1.17569,0
-1.06019,0.0399785,0
-0.800316,0.243916,1
1.08942,1.14108,0
-0.789944,1.22308,0
0.275666,-0.449345,1
0.624544,-0.054999,1
-0.366037,0.615253,1
-0.753828,-0.509242,1
-0.196644,-0.738953,1
-0.284394,0.214419,0
0.722922,0.801585,0
0.968371,0.732635,0
0.543118,-0.787481,1
-0.299331,-0.0668553,0
-1.25133,0.0851104,0
-0.190993,0.906328,1
1.4337,0.168015,0
-0.531941,-1.3698,0
1.27393,1.25735,0
-0.74103,0.586233,1
-1.2737,-1.00135,0
-0.849573,-0.616518,0
1.48749,0.590775,0
-0.347395,0.711302,1
1.24576,1.37611,0
-1.32641,-0.316435,0
-1.17973,-0.49302,0
-0.99096,0.440545,0
-0.335195,-0.811816,1
-0.702186,-0.418965,1
-0.72015,-0.140277,1
-1.40305,-0.660709,0
-0.26638,0.308346,0
-0.687127,-1.10044,0
-1.2714,1.3216,0
-0.250083,0.243488,0
1.25753,-1.25175,0
1.12998,0.154764,0
-1.0055,-0.266235,0
0.832807,-0.0588898,1
1.45586,-0.369783,0
0.748735,-0.321032,1
0.987493,0.207244,0
-1.30946,-1.38953,0
-1.09844,-1.45898,0
-1.27392,0.575143,0
0.103039,0.749732,1
1.2395,0.255449,0
0.678363,0.771244,0
-0.366448,-0.776745,1
-0.884864,-0.745673,0
-0.675805,-0.878317,0
1.13466,0.770997,0
-1.35931,-0.693983,0
-1.43345,-0.00550443,0
-0.0713679,0.994114,1
-0.576668,0.949157,0
1.40392,-1.23478,0
0.875454,0.269868,1
-0.0598621,-0.238393,0
0.854005,0.418084,1
0.915134,1.20945,0
0.351791,1.44139,0
0.324264,0.409933,1
0.164447,-1.22699,0
0.679191,0.142339,1
-0.147269,1.23141,0
-0.606122,0.0708068,1
0.592926,0.889415,0
-0.12196,1.02627,0
0.806753,-1.30129,0
-1.36242,0.362417,0
-0.45776,-0.872608,1
0.23895,-0.47531,1
0.11179,-0.119643,0
0.254298,-0.299099,0
0.593003,-0.959798,0
0.589504,-0.265016,1
1.12295,0.0457082,0
1.41933,0.305806,0
-0.828453,0.965372,0
-0.464752,-0.457142,1
-1.40459,0.146146,0
0.103271,-0.432026,0
1.18265,-1.11375,0
-0.509701,-0.535252,1
-1.22313,-0.0565638,0
0.563354,0.034971,1
-1.02907,-0.368142,0
-1.49221,1.1049,0
-1.24645,0.291834,0
1.45877,0.109772,0
1.27213,-0.79165,0
0.779866,0.0937973,1
0.661548,-1.31298,0
-1.05678,-1.10065,0
0.561496,1.03332,0
0.748849,-1.40858,0
1.10164,-0.43756,0
-0.308508,-1.18539,0
0.712216,-0.953148,0
0.191895,1.02213,0
-1.23239,0.106007,0
-0.800351,-0.471219,1
-0.0780902,-0.434687,0
0.446469,-0.0612537,0
0.252598,0.710467,1
0.173227,0.259606,0
0.193376,-0.363682,0
-0.48766,1.19894,0
0.322666,-0.766941,1
-0.00525691,-0.508955,1
1.30108,-1.4774,0
-0.824002,-0.40393,1
-0.0365706,1.05245,0
-1.23634,0.917595,0
-1.33304,1.02694,0
-1.34509,-1.44527,0
0.590884,1.49177,0
1.18983,0.227995,0
1.25219,-1.4841,0
1.4252,-0.0277536,0
0.668688,0.962584,0
0.655372,0.10511,1
-0.0701415,1.01575,0
-0.884767,1.40398,0
0.632857,-0.901479,0
0.708742,0.0895201,1
0.62169,0.803339,0
-1.23813,0.0183119,0
1.29604,-0.538073,0
0.281649,-0.392309,0
-0.137196,0.145809,0
0.146766,-0.894809,1
0.553715,-1.2364,0
-1.08353,-1.49187,0
-1.14991,-0.0805014,0
0.318306,0.882868,1
-1.1799,1.05218,0
0.737924,-0.274445,1
1.29881,1.47279,0
-0.884995,-0.362314,1
1.27935,0.66479,0
-1.35572,0.844543,0
0.983823,0.751506,0
0.898611,0.975398,0
-0.940785,-0.792925,0
0.401276,1.2236,0
-0.55141,0.26492,1
0.548946,-0.144154,1
0.641347,1.199,0
0.372305,0.119343,0
-0.183766,0.232459,0
-0.433913,-0.325554,1
0.0955724,-1.30014,0
-0.812924,0.128548,1
-0.205416,-0.501553,1
0.691647,0.581153,1
-0.999808,1.13589,0
-0.0137291,0.724383,1
0.219453,1.49308,0
0.757209,0.620941,1
0.835716,-1.07062,0
-0.886366,0.642192,0
-0.0180556,0.763906,1
-1.19125,0.109444,0
-0.363535,-0.128999,0
0.311874,0.00686503,0
0.119582,-0.0409275,0
-0.273134,0.815646,1
-1.46339,0.295328,0
0.196525,0.648537,1
0.297088,0.980396,0
1.37722,-0.472427,0
-0.817947,-0.229209,1
-0.636211,0.344851,1
1.23556,-1.08265,0
-1.19762,-0.731953,0
0.678287,0.278889,1
-1.19336,1.25625,0
0.870254,-1.43093,0
0.454102,0.81374,1
-0.376694,-1.29324,0
-1.26804,-1.18726,0
1.02132,1.23206,0
-1.13157,-0.792282,0
-1.00344,-0.941037,0
1.01247,-0.503561,0
-0.565667,-0.817813,1
0.323683,-0.362083,0
0.732749,-0.883261,0
0.86337,0.311165,1
-1.1572,-0.256486,0
1.09055,1.26888,0
-0.1029,-0.0574891,0
1.25536,0.261205,0
-1.40146,1.23825,0
-0.755321,0.232896,1
-1.00346,-1.39836,0
-0.56558,0.841487,0
-0.667238,-0.839708,0
-0.861958,0.0455211,1
1.42662,-0.123033,0
0.171916,1.0819,0
0.105209,-0.946611,1
-0.601212,-0.570189,1
-0.308046,-0.219633,0
0.899346,-0.451839,0
-0.0953045,0.374928,0
-0.366822,1.00969,0
0.262361,-0.617866,1
0.642178,0.0829432,1
0.103368,-0.0567362,0
-0.00896415,0.796069,1
-1.19106,-0.496912,0
-1.27349,0.759739,0
-0.683094,1.19229,0
0.0797354,0.902249,1
1.43679,1.01937,0
1.10098,-0.276047,0
0.155168,-0.738334,1
-0.911661,0.0165237,1
0.285147,-0.482186,1
0.208331,1.16238,0
0.170165,0.662439,1
0.915945,1.46619,0
0.309592,0.92055,1
1.38795,1.33323,0
-1.07675,-0.280823,0
-0.52803,-1.23922,0
0.399722,0.707714,1
1.04438,-1.13167,0
1.12933,0.428777,0
0.611838,1.23187,0
0.374284,-0.492402,1
0.975322,-0.410822,0
-1.39732,0.991964,0
-0.464424,0.821504,1
-0.411726,1.0832,0
-0.841468,1.42364,0
0.839276,-1.15729,0
0.19733,1.4561,0
-0.0868036,-0.953679,1
-0.0456649,0.037373,0
0.725061,0.596538,1
-0.29235,-0.845931,1
0.435162,-0.234888,0
-1.10317,1.20172,0
0.573666,0.549552,1
0.967752,0.0889851,1
0.945163,-0.00572774,1
-1.29847,-0.284256,0
-0.00760533,0.660608,1
-1.18026,-1.07994,0
-0.708949,-0.700505,1
0.696554,-0.747808,0
0.399294,-0.0171784,0
0.219883,1.01432,0
-0.286855,0.812734,1
-0.233892,-0.438386,0
1.37588,-0.946887,0
-1.22899,0.812958,0
-1.29525,1.01124,0
-0.18842,1.24654,0
0.664599,0.331214,1
1.34792,-0.310052,0
1.36226,-1.095,0
-0.0487352,-0.690266,1
0.119528,-1.01396,0
1.02459,1.03922,0
1.36571,-1.03598,0
0.369998,-0.0772881,0
-0.466849,-0.44538,1
-0.261619,0.614777,1
0.294858,-0.120955,0
-1.2722,-1.2667,0
-1.49298,1.4031,0
-1.48424,-1.19072,0
-0.55621,0.922291,0
1.3863,0.870041,0
0.571681,0.063902,1
-1.23988,1.37451,0
0.775177,0.416848,1
0.777108,0.67231,0
0.411695,1.44173,0
1.21009,0.439995,0
0.579526,-1.34521,0
0.509752,-1.3675,0
0.264791,1.49806,0
0.16742,-0.0803697,0
-0.561435,-1.13843,0
0.693071,-0.922203,0
-1.15415,-0.234712,0
0.886026,0.735194,0
-1.33535,-0.134569,0
0.0673037,0.43364,0
0.450502,-0.405908,1
0.182032,-0.0568143,0
1.155,0.0907954,0
-0.176904,-0.286544,0
0.217283,0.911931,1
0.115204,0.484966,0
0.713567,0.0605043,1
-0.219549,1.13,0
-0.247482,-0.114171,0
1.47102,-1.49929,0
-0.943581,-0.348108,0
1.29777,-1.28991,0
-1.47154,-1.34195,0
-1.23437,-1.38721,0
-0.060656,0.242272,0
-0.684939,-0.305138,1
-1.2249,-0.490889,0
0.0675576,0.696815,1
-1.48996,-0.0980677,0
-0.608991,1.05847,0
0.64666,0.267326,1
-0.668203,1.23102,0
-1.3647,-1.1716,0
-0.32511,-1.12669,0
1.36925,0.893968,0
-0.723052,0.265663,1
1.44699,1.1526,0
0.302395,1.21117,0
1.46755,0.730058,0
-1.30504,-0.295259,0
1.01348,-0.808292,0
0.991928,-1.13898,0
-1.35916,-0.347728,0
-1.3898,1.37181,0
0.978617,0.902309,0
0.389334,-0.851028,1
0.0547811,0.291822,0
0.0750945,-0.7193,1
0.0457438,-0.026441,0
1.48901,1.19231,0
-0.109858,0.368812,0
0.743615,-1.3954,0
1.18476,1.08038,0
-0.127704,-0.326491,0
-0.681122,-0.0699695,1
-1.36687,1.05658,0
-1.39373,-0.512846,0
1.29477,0.705638,0
-0.655827,-0.742053,1
-1.48475,0.587143,0
-1.35365,0.0978076,0
1.38637,-1.17159,0
1.18344,1.47443,0
-1.31545,1.14872,0
0.0482371,1.21954,0
0.213957,0.486336,1
0.131337,1.09348,0
0.70173,0.0637809,1
1.10448,-0.764143,0
-1.02798,-1.0188,0
-0.497973,-0.78393,1
1.29027,-1.1825,0
0.596972,-0.932335,0
1.14491,1.38395,0
-0.10359,1.13721,0
-1.48456,0.959841,0
-0.814125,1.2261,0
-1.49664,0.168545,0
0.769907,-0.723935,0
-0.920601,-1.24771,0
-0.520699,0.179533,1
-1.15247,-0.369914,0
-1.47278,0.956038,0
-1.11465,-0.649971,0
-1.44472,-0.203278,0
1.02036,-0.323546,0
-0.961508,0.761097,0
0.866421,-0.97874,0
0.812562,1.34189,0
-1.00087,0.812953,0
0.625716,-0.0792783,1
-1.32624,-1.27592,0
1.05724,1.47045,0
0.528157,-0.162125,1
0.442721,0.283188,1
-0.349163,-1.30312,0
0.964539,-0.384499,0
0.956357,-0.742474,0
-1.49691,-1.02319,0
-0.0943818,1.33291,0
-1.19342,1.06263,0
0.0810723,0.977762,1
-0.604877,1.01984,0
0.818468,-0.809839,0
-1.10599,1.10416,0
1.38971,-1.40609,0
0.69381,1.22857,0
1.07208,1.39356,0
0.780282,-0.173104,1
-0.564144,-0.537772,1
0.673268,0.737511,1
-0.898923,1.10437,0
0.644772,0.188251,1
-0.0854026,0.129698,0
-1.02226,-0.888896,0
-1.22651,-1.03903,0
-0.138919,0.0910632,0
-1.44641,0.890394,0
-0.617496,1.23551,0
1.40253,-0.943623,0
-0.113708,-1.4963,0
0.294982,0.321919,0
-0.75738,0.175238,1
-0.82338,-1.01752,0
0.454558,-0.522224,1
0.270792,-0.20026,0
1.45305,-1.05126,0
-0.106204,0.54137,1
-0.313365,1.4241,0
0.665663,0.470952,1
0.771178,1.35795,0
1.22346,0.672856,0
0.747485,-1.06223,0
-1.19162,0.212714,0
-1.4449,-0.0529309,0
-0.868951,-0.46195,1
0.827414,1.32371,0
-1.28275,0.102727,0
1.1476,-1.25247,0
0.973542,-0.426596,0
-0.533716,1.4324,0
-0.897423,0.579582,0
0.964322,-1.37645,0
0.511156,1.35465,0
-1.12734,1.18866,0
0.28433,0.349814,0
0.338833,-0.603492,1
1.30561,1.34205,0
0.375914,0.850268,1
0.336774,-0.0468046,0
0.48246,0.159004,1
0.292428,0.851498,1
-0.0572885,-1.37774,0
-1.008,-0.184178,0
0.67448,0.279836,1
0.450883,-0.0621632,0
0.347226,-0.512948,1
-0.0894522,0.732837,1
1.1155,-0.199034,0
-1.36902,-1.01498,0
-1.43742,0.459789,0
-0.503056,0.127436,1
-0.0201695,-1.25542,0
-0.290216,-0.838317,1
-0.244801,-0.889265,1
1.02136,-0.97742,0
1.38234,-0.252278,0
1.03874,0.386294,0
0.706051,0.803172,0
0.0145347,0.129902,0
0.0419876,0.264175,0
-1.41182,-0.313455,0
0.318566,0.293171,0
0.878868,0.465028,1
1.4764,-0.648436,0
-0.422547,-0.348459,1
-0.102562,1.00799,0
-0.792624,0.828001,0
-0.284069,0.305566,0
0.397622,-0.381454,1
0.0378456,-0.260906,0
-1.2926,-0.188504,0
-1.20782,-0.284938,0
0.278755,0.238245,0
0.487864,-1.21422,0
0.45637,-0.563556,1
-0.302862,1.07396,0
-1.47291,0.265238,0
0.296142,-0.310021,0
-0.788916,-0.795978,0
1.15113,-0.173927,0
-0.507332,-0.153667,1
0.508171,-1.06273,0
-0.151698,0.263653,0
1.34575,-0.742417,0
-0.422248,-0.361924,1
0.316614,-0.429804,1
0.100536,0.845371,1
0.616157,-0.160894,1
1.09265,0.174421,0
0.119718,-1.39744,0
1.46008,-1.13109,0
-0.806607,-1.34491,0
0.420009,-0.825896,1
-0.959969,-1.23433,0
-1.19007,0.254012,0
0.564624,-0.307863,1
-0.0603088,0.557903,1
-1.44786,-0.530608,0
1.41929,0.240337,0
-0.737326,0.0651901,1
-0.47204,0.096735,0
-1.12278,-1.10186,0
-1.06937,1.31946,0
0.698697,-1.01285,0
-0.934953,0.692488,0
-1.03151,-0.796316,0
1.39004,-0.73408,0
0.484897,1.43589,0
-0.37711,-1.44745,0
-0.767558,0.992632,0
1.09383,0.805558,0
-1.16067,0.886531,0
1.25603,0.301829,0
1.32263,0.980517,0
0.500915,0.231556,1
-0.454279,-1.02214,0
0.314862,-0.545665,1
1.09932,1.48001,0
0.757283,-1.22855,0
-0.633943,-1.17267,0
0.451535,0.795573,1
1.27702,-0.185483,0
1.20413,1.13367,0
-0.548413,1.1067,0
-0.372983,-0.609392,1
0.447224,-0.514856,1
0.390626,0.329495,1
0.190317,-0.358741,0
0.145499,0.289456,0
0.137061,-0.166742,0
-1.456,0.261185,0
-0.994667,0.427728,0
0.778033,0.00133592,1
0.127091,1.35444,0
1.0415,1.24271,0
0.941299,-1.17324,0
-1.05302,0.0798714,0
-0.761791,-0.0699136,1
-0.316904,0.148243,0
0.740627,0.646473,1
0.0637024,0.96718,1
-0.207414,1.19014,0
-1.28616,1.36398,0
0.464079,-0.359776,1
-0.908538,-0.0624503,1
-0.916325,-1.00101,0
0.352055,0.0692542,0
0.510288,1.28882,0
0.0967806,0.242796,0
-1.23112,0.652907,0
-0.300284,1.43018,0
0.969522,0.0674431,1
-1.13033,1.07825,0
0.899343,-0.946245,0
-0.614165,0.880222,0
-0.944315,1.25326,0
-0.226418,-1.23888,0
0.947246,-0.379471,0
0.0794976,-1.16309,0
-1.49225,0.413956,0
0.0455255,0.280616,0
0.881232,0.439818,1
-0.97568,-0.417682,0
1.21767,0.809834,0
0.169911,-0.733065,1
-0.593818,0.695874,1
1.05352,0.514274,0
0.92859,0.799968,0
-1.05089,-0.228166,0
-1.04105,-0.794293,0
1.10778,-0.0813241,0
0.106074,-0.964662,1
-0.563185,-0.809262,1
-0.881442,0.413882,1
-0.729348,0.396046,1
-1.32464,-1.07468,0
-0.676379,0.291141,1
0.527524,-0.171849,1
-0.162627,0.673551,1
-1.45254,-0.47673,0
0.956121,0.309658,0
-0.488319,1.21657,0
0.817868,-0.705314,0
0.435869,0.287252,1
-0.296436,-0.399132,0
-0.469319,0.351467,1
-0.17277,0.995589,0
0.508808,-1.29021,0
0.420505,-0.686558,1
0.278436,0.540396,1
-0.807512,-0.129424,1
-0.929025,-1.34298,0
-0.364571,-0.411167,1
1.48644,-0.160943,0
-0.499291,0.241425,1
-1.2337,1.385,0
0.40488,0.764513,1
-0.988566,-0.271566,0
-0.231933,0.965419,1
-1.49629,-0.597441,0
1.44371,-0.0753404,0
-0.352421,-1.14051,0
1.42249,-1.43992,0
0.711541,0.805799,0
-0.76903,0.514675,1
-1.22121,-0.728858,0
0.863706,1.09406,0
0.325459,0.0205153,0
-1.02209,-1.31067,0
-1.14705,-0.817928,0
-0.474976,-0.357271,1
-0.461035,-0.782834,1
0.0291727,0.975858,1
-0.660889,1.32716,0
1.12001,-1.01471,0
0.858828,0.223762,1
0.199726,-0.326872,0
0.00345898,-0.308464,0
0.119198,0.38385,0
0.522911,0.0974436,1
0.664266,-1.07617,0
-0.864053,0.956205,0
-0.532416,-1.43132,0
-1.03863,-0.829157,0
1.37197,0.219124,0
1.29819,0.22549,0
-0.0619367,-0.558817,1
0.319113,-1.08241,0
1.19478,0.987997,0
-0.547406,1.35839,0
0.975602,0.498921,0
-1.13471,-0.0652979,0
0.0183227,-0.802346,1
-1.2601,0.830171,0
-1.13389,0.282872,0
1.30935,1.12832,0
-0.666742,1.05435,0
-1.499,-1.44694,0
0.307659,-0.405605,1
-0.340617,0.193323,0
-0.924653,-0.864734,0
-0.0461952,0.762761,1
0.358493,-0.607935,1
-0.208988,-0.988006,0
-1.27611,0.848088,0
-0.703838,-0.966701,0
0.574854,0.354155,1
0.399569,-0.813316,1
-0.802063,-0.837592,0
-0.978742,0.467171,0
1.04405,0.672952,0
0.876281,-0.285605,1
0.462227,-0.437291,1
0.0765139,-0.0550955,0
-0.969339,-0.338764,0
1.39147,-0.754259,0
-1.09859,-0.244258,0
0.871013,0.246445,1
0.542924,-0.930915,0
0.356845,-0.529499,1
1.00291,0.387896,0
-0.903431,-1.30615,0
-1.3721,-0.385774,0
-0.702447,0.43827,1
-0.0019985,-0.701942,1
-1.05229,-1.1184,0
1.09398,-0.769566,0
0.455132,0.932058,0
0.342244,1.0787,0
-0.322819,1.36867,0
-1.10056,-1.19355,0
0.476076,1.32849,0
0.92665,-1.27075,0
-0.661897,1.29096,0
-0.740825,0.843511,0
0.975397,-0.0136437,1
-0.340953,-0.149627,0
-0.819106,1.16817,0
-0.148141,1.14738,0
-1.18292,1.46483,0
-0.170181,-1.35651,0
-1.38593,0.738622,0
0.477107,0.906392,0
-1.1839,-1.39329,0
0.0257379,-0.337214,0
-0.114159,1.47477,0
1.41225,1.32695,0
0.851528,-0.435476,1
-0.263607,0.148848,0
0.991603,-1.29386,0
-0.227109,-1.25215,0
0.0439727,1.1967,0
0.847455,-0.816473,0
1.42797,0.502051,0
-1.46872,-0.73376,0
-0.71786,-1.29224,0
1.37948,-0.0652341,0
1.18744,-0.533354,0
-1.1243,-0.0769917,0
-1.15813,-0.0419535,0
1.26089,0.0623044,0
0.349499,-1.03008,0
-1.36879,-1.16758,0
0.295595,-1.21496,0
-0.372021,0.150276,0
-0.334042,-1.00895,0
-0.678626,1.28495,0
0.527947,-0.0118565,1
-1.46186,1.47725,0
0.514365,-0.549233,1
1.13781,-0.724705,0
0.13205,0.408212,0
-0.83681,1.43519,0
0.744576,0.17344,1
-0.958216,-1.33843,0
-0.53982,0.759562,1
-0.692006,0.118669,1
0.683842,-1.17617,0
0.555894,-1.22439,0
1.39539,-0.0348176,0
-1.04797,-0.472849,0
-0.259751,0.774555,1
0.730271,0.335822,1
-1.18221,-1.04529,0
-1.21873,0.231518,0
1.13142,-0.198598,0
-1.01746,0.174127,0
0.935257,0.725136,0
1.14435,-0.666294,0
-0.918138,1.13945,0
0.472681,-0.567213,1
0.727044,0.945355,0
0.344935,0.563652,1
-0.37422,0.116087,0
0.0724775,1.04414,0
1.01989,0.998041,0
-1.46691,0.748636,0
0.776029,0.535136,1
0.768794,1.02591,0
-0.0890429,0.00615063,0
-1.12586,-0.343872,0
0.430096,0.841199,1
-0.848373,-1.08653,0
0.489126,-1.49436,0
-0.964882,-1.41279,0
-0.999345,-0.956042,0
-0.336979,-0.293019,0
1.12279,0.0303291,0
0.670214,-1.18759,0
-0.823684,0.60883,0
-1.34159,-0.040207,0
0.298107,0.306437,0
-1.4312,-0.533676,0
0.409472,-1.053,0
0.586247,0.737776,1
1.44591,-0.870474,0
0.975392,0.0608897,1
-0.379612,-1.13287,0
0.706517,-0.792427,0
-0.385734,-1.31237,0
0.904101,0.799766,0
0.700847,-0.601669,1
-0.97956,0.41266,0
-0.0115009,-0.965243,1
0.557734,1.47338,0
0.741659,0.719959,0
1.35094,-0.891191,0
0.19665,1.43894,0
-1.00412,0.600756,0
0.25743,0.259437,0
0.593012,1.28885,0
0.847746,-1.33159,0
1.05818,-0.823376,0
-0.369258,-0.114802,0
-0.057282,-0.194459,0
1.31206,0.618057,0
0.393512,-1.35047,0
1.21174,1.22817,0
0.840639,-1.47891,0
-1.32816,-0.824329,0
-1.10595,-0.303492,0
1.26787,-0.0838187,0
-1.45979,-0.651763,0
-1.36622,-1.39114,0
-0.67284,-0.673163,1
0.86138,1.4245,0
-0.386379,-0.213339,0
1.03437,-0.695583,0
-1.03085,1.05927,0
-1.3605,0.359098,0
0.185979,-0.462239,0
-0.554431,0.815573,1
-1.24073,-0.789647,0
0.697346,0.144962,1
-1.11604,1.14641,0
-0.319656,0.983605,0
0.863139,0.373276,1
-0.0165566,1.43865,0
-1.0651,0.675467,0
-0.926428,-0.485211,0
-0.573904,1.34111,0
1.40207,-0.950954,0
-1.43389,0.660024,0
-0.24603,-1.23348,0
0.551262,0.135317,1
1.44155,-0.817772,0
-0.288066,0.127637,0
0.8751,0.146516,1
0.3387,-0.821559,1
1.04076,-0.214108,0
-1.07712,0.492564,0
-0.851729,-1.20731,0
1.08596,-0.119513,0
0.747851,-0.628237,1
0.86091,-1.16419,0
-0.43208,1.43419,0
0.881969,-0.0082322,1
-0.480668,1.11641,0
0.134543,0.775275,1
0.762323,-1.44616,0
-1.12124,0.478888,0
-1.01514,-0.73352,0
1.33991,0.180547,0
0.752189,0.173942,1
0.157541,-1.21754,0
-0.46901,-0.652707,1
-0.327815,0.895033,1
-0.384202,-0.14491,0
-0.307856,-1.21978,0
-0.176784,-0.913172,1
-0.93983,-1.21789,0
-0.429987,0.772446,1
-0.670675,-0.562953,1
0.428024,-0.912478,0
1.19087,0.0605716,0
-0.157191,0.173461,0
-1.0019,0.340419,0
-0.410698,1.19156,0
-0.993437,0.0211533,1
0.294338,-1.39985,0
-0.408921,0.697906,1
0.961133,-0.560514,0
0.89578,1.40327,0
1.07062,-1.14707,0
0.719191,-0.541,1
1.46525,-0.0439231,0
-1.1327,0.675557,0
-0.530966,1.49123,0
1.43935,0.468402,0
-1.11052,0.560583,0
-1.22091,-1.41191,0
